DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;VERITAS POZUELO;VERITAS POZUELO;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;29/11/2025;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J09-VERITASPOZUELO-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;VILLALBA GILMAR;VILLALBA GILMAR;;JANSEN BT;JANSEN BT;;30/11/2025;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J09-VILLALBAGILMAR-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;29/11/2025;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J09-SUMINISTROSIND-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;MAJADAHONDA;MAJADAHONDA;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;29/11/2025;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J09-MAJADAHONDA-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;LICEO FRANCES;LICEO FRANCES;;30/11/2025;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J09-ARGANZUELACENT-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;9;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;CB POZUELO;CB POZUELO;;29/11/2025;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J09-QUALISCBVILLAD-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;VERITAS POZUELO;VERITAS POZUELO;;CB POZUELO;CB POZUELO;;13/12/2025;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J10-VERITASPOZUELO-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;LICEO FRANCES;LICEO FRANCES;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;14/12/2025;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J10-LICEOFRANCES-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;13/12/2025;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J10-ENSANCHEDEVALL-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;MAJADAHONDA;MAJADAHONDA;;13/12/2025;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J10-QUIEROVALCUDEA-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;JANSEN BT;JANSEN BT;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;13/12/2025;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J10-JANSENBT-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;10;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;VILLALBA GILMAR;VILLALBA GILMAR;;13/12/2025;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J10-RICOPIAFUNBALA-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;VERITAS POZUELO;VERITAS POZUELO;;MAJADAHONDA;MAJADAHONDA;;31/01/2026;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J15-VERITASPOZUELO-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;31/01/2026;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J15-SUMINISTROSIND-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;VILLALBA GILMAR;VILLALBA GILMAR;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;01/02/2026;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J15-VILLALBAGILMAR-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;CB POZUELO;CB POZUELO;;31/01/2026;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J15-RICOPIAFUNBALA-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;JANSEN BT;JANSEN BT;;LICEO FRANCES;LICEO FRANCES;;31/01/2026;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J15-JANSENBT-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;15;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;31/01/2026;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J15-QUIEROVALCUDEA-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;VERITAS POZUELO;VERITAS POZUELO;;07/02/2026;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J16-QUIEROVALCUDEA-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;JANSEN BT;JANSEN BT;;07/02/2026;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J16-ENSANCHEDEVALL-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;LICEO FRANCES;LICEO FRANCES;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;08/02/2026;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J16-LICEOFRANCES-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;CB POZUELO;CB POZUELO;;VILLALBA GILMAR;VILLALBA GILMAR;;07/02/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J16-CBPOZUELO-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;07/02/2026;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J16-QUALISCBVILLAD-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;16;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;MAJADAHONDA;MAJADAHONDA;;08/02/2026;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J16-ARGANZUELACENT-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;VERITAS POZUELO;VERITAS POZUELO;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;14/02/2026;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J17-VERITASPOZUELO-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;MAJADAHONDA;MAJADAHONDA;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;14/02/2026;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J17-MAJADAHONDA-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;CB POZUELO;CB POZUELO;;14/02/2026;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J17-SUMINISTROSIND-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;VILLALBA GILMAR;VILLALBA GILMAR;;LICEO FRANCES;LICEO FRANCES;;15/02/2026;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J17-VILLALBAGILMAR-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;14/02/2026;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J17-RICOPIAFUNBALA-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;17;JANSEN BT;JANSEN BT;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;14/02/2026;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J17-JANSENBT-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;JANSEN BT;JANSEN BT;;VERITAS POZUELO;VERITAS POZUELO;;21/02/2026;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J18-JANSENBT-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;21/02/2026;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J18-QUIEROVALCUDEA-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;VILLALBA GILMAR;VILLALBA GILMAR;;21/02/2026;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J18-ENSANCHEDEVALL-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;LICEO FRANCES;LICEO FRANCES;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;22/02/2026;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J18-LICEOFRANCES-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;CB POZUELO;CB POZUELO;;MAJADAHONDA;MAJADAHONDA;;21/02/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J18-CBPOZUELO-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;18;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;21/02/2026;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J18-QUALISCBVILLAD-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;VERITAS POZUELO;VERITAS POZUELO;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;28/02/2026;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J19-VERITASPOZUELO-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;CB POZUELO;CB POZUELO;;01/03/2026;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J19-ARGANZUELACENT-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;MAJADAHONDA;MAJADAHONDA;;LICEO FRANCES;LICEO FRANCES;;28/02/2026;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J19-MAJADAHONDA-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;28/02/2026;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J19-SUMINISTROSIND-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;VILLALBA GILMAR;VILLALBA GILMAR;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;01/03/2026;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J19-VILLALBAGILMAR-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;19;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;JANSEN BT;JANSEN BT;;28/02/2026;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J19-RICOPIAFUNBALA-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;VERITAS POZUELO;VERITAS POZUELO;;07/03/2026;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J20-RICOPIAFUNBALA-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;JANSEN BT;JANSEN BT;;VILLALBA GILMAR;VILLALBA GILMAR;;07/03/2026;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J20-JANSENBT-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;07/03/2026;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J20-QUIEROVALCUDEA-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;MAJADAHONDA;MAJADAHONDA;;07/03/2026;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J20-ENSANCHEDEVALL-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;LICEO FRANCES;LICEO FRANCES;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;08/03/2026;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J20-LICEOFRANCES-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;20;CB POZUELO;CB POZUELO;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;07/03/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J20-CBPOZUELO-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;CB POZUELO;CB POZUELO;;VERITAS POZUELO;VERITAS POZUELO;;14/03/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J21-CBPOZUELO-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;LICEO FRANCES;LICEO FRANCES;;14/03/2026;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J21-QUALISCBVILLAD-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;15/03/2026;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J21-ARGANZUELACENT-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;MAJADAHONDA;MAJADAHONDA;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;14/03/2026;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J21-MAJADAHONDA-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;JANSEN BT;JANSEN BT;;14/03/2026;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J21-SUMINISTROSIND-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;21;VILLALBA GILMAR;VILLALBA GILMAR;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;15/03/2026;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J21-VILLALBAGILMAR-RICOPIAFUNBALA;
